i1,i2,d1,d2,d3,d4,ind1,ind2,ind3,ind4,ind5,,ind6
2012/12,EGPRO,6.55,10.82,6.78,14.29,52.85,1.74,6.14,5.8,1.67,0.003121808,0.3121808
2012/12,ERBOS,10.26,6.15,8.68,17.21,34.67,3.95,3.71,3.95,2.71,0.001421273,0.1421273
2012/12,EREGL,3.41,7.79,4.72,6.33,43.57,9.56,2.68,17.76,2.08,0.123492833,12.3492833
2012/12,FMIZP,18.28,17.26,14.62,19.62,8.45,9.44,20.45,22.71,9.7,0.000264495,0.0264495
2012/12,FRIGO,-3.66,-2.66,-4.8,-10.92,63.04,10.96,2.68,3.1,0.73,0.000337265,0.0337265
2012/12,FROTO,15.1,6.38,7.01,35.18,57.06,8.51,11,7.35,1.49,0.043669988,4.3669988
2012/12,GENTS,6.71,5.72,7.25,8.7,13.62,3.98,3.38,10.2,4.65,0.001695836,0.1695836
2012/12,GOLTS,3.91,10.6,6.23,6.91,35.32,5.94,6.67,6.6,1.79,0.004445124,0.4445124
2012/12,GOODY,8.46,6.18,4.59,14.85,36.31,5.27,6.8,7.81,2.22,0.005451876,0.5451876
2012/12,GUBRF,7.41,21.63,8.52,31.49,61.34,4.34,4.52,2.47,1.08,0.020250027,2.0250027
2012/12,HEKTS,14.37,19.25,16.99,20.38,20.58,1.82,2.11,6.16,4.57,0.001206263,0.1206263
2012/12,IHEVA,6.96,-1.56,20.23,10.73,28.3,1.73,2.4,2.37,2.67,0.002858848,0.2858848
2012/12,KAPLM,1.77,2.8,1.18,4.08,56.6,5.14,9.96,5.17,0.93,0.00058971,0.058971
2012/12,KARTN,11.27,12.82,13.06,12.75,11.89,7.29,3.26,9.32,6.54,0.002359871,0.2359871
2012/12,KENT,2.95,-0.26,2.89,4.91,37.19,2.78,6.37,4.88,1.38,0.005255523,0.5255523
2012/12,KLMSN,2.77,3.03,3.34,11.33,77.09,3.8,6.02,6.76,1.63,0.002008678,0.2008678
2012/12,KNFRT,7.76,10.56,7.59,16.07,47.91,6.54,1.8,5.54,2.16,0.000679435,0.0679435
2012/12,KONYA,8.69,13.94,15.86,10.07,13.56,4.63,3.86,6.06,5.68,0.003858228,0.3858228
2012/12,KORDS,2.5,3.49,2.74,4.65,37.57,6.74,3.18,11.67,1.67,0.014905688,1.4905688
2012/12,KRSTL,-2.11,-10.66,-6.59,-2.26,6.06,0.72,6.26,7.02,10.56,0.000630395,0.0630395
2012/12,KRTEK,-5.5,-4.1,-6.43,-11.7,54.69,2.66,5.69,9.12,1.74,0.001277412,0.1277412
2012/12,KUTPO,4.29,2.63,4,5.8,26.28,2.61,2.5,7.47,3.05,0.001692882,0.1692882
2012/12,MRSHL,-1.66,1.16,-1.12,-2.76,41.05,2.93,4.45,4.28,1.62,0.001764721,0.1764721
2012/12,OTKAR,8.27,9.36,7.79,34.4,76.7,4.35,3.04,9.55,1.28,0.009748913,0.9748913
2012/12,OYAKC,12.09,20.05,18.55,15.34,25.76,3.8,3.71,13.75,1.8,0.002845941,0.2845941
2012/12,PARSN,2.96,6.25,6.22,4.1,20.3,4.84,3.63,9.96,2.23,0.003189093,0.3189093
2012/12,PENGD,1.16,2.26,2.5,2.34,53.17,4.76,1.53,2.3,0.93,0.001850985,0.1850985
2012/12,PETKM,0.9,-1.13,0.57,1.46,40.55,6.78,9.16,7.07,1.41,0.026306169,2.6306169
2012/12,PINSU,0.35,-1.85,0.39,0.51,34.39,5.96,10.28,2.7,1,0.001119366,0.1119366
2012/12,PNSUT,9.24,7.29,7.9,13.12,29.29,6.81,8.39,5.27,1.64,0.005796749,0.5796749
2012/12,PRKAB,1.89,2.01,1.14,5.88,68.56,4.2,8.11,2.8,1.35,0.003984548,0.3984548
2012/12,SARKY,3.67,1.16,1.41,10.98,67.07,5.25,19.56,15.29,1.14,0.009107062,0.9107062
2012/12,SASA,-4.55,-0.84,-2.97,-11.46,64.36,5.78,4.08,6.54,1.06,0.006424607,0.6424607
2012/12,SELGD,7.36,-21.46,16.74,10.42,28.18,3.52,1.69,5.83,2.73,0.000126176,0.0126176
2012/12,SISE,3.6,7.96,5.74,6.91,35.72,5.26,3.64,8.37,1.81,0.081958873,8.1958873
2012/12,SKTAS,-9.67,-14.35,-21.74,-24.66,59.6,6.83,2.81,3.68,0.7,0.00422507,0.422507
2012/12,SNPAM,3.74,6.36,13.1,4.02,8.49,2.36,4.48,5.23,5.42,0.000783037,0.0783037
2012/12,TATGD,0.45,4.62,0.36,1.37,61.15,3.36,3.9,8.6,1.66,0.005610019,0.5610019
2012/12,TBORG,13.69,11.64,12.69,33.1,55.33,2.47,4.88,5.49,1.06,0.003150837,0.3150837
2012/12,TOASO,7.16,7.16,6.59,22.95,65.93,8.94,15.11,4.01,1.45,0.056882619,5.6882619
2012/12,TUKAS,-8.3,-15.14,-14.98,-27.62,61.66,1.99,1.9,4.3,1.61,0.001951231,0.1951231
2012/12,TUPRS,9.32,2.42,3.45,31.77,70.63,14.52,10.32,7.68,1.13,0.15644406,15.644406
2012/12,ULKER,5.73,7.39,7.13,17.04,65.79,3.75,10.53,4.13,1.98,0.029663339,2.9663339
2012/12,USAK,0.58,8.9,1.13,1.63,60.67,2.08,2.16,9.34,1.4,0.002277602,0.2277602
2012/12,VESTL,-2.2,-1.04,-1.58,-9.82,72.71,4.04,4.42,2.45,1.02,0.046196503,4.6196503
2012/12,YATAS,-0.76,4.09,-1.02,-2.56,69.91,3.42,1.39,2.03,1.36,0.002299172,0.2299172
2012/12,YUNSA,3.77,4.69,3,11.3,65.87,3.23,3.33,7.18,1.14,0.001964891,0.1964891
2013/12,ADEL,29.31,22.17,26.69,40.16,31.04,1.47,1.41,9.9,4.02,0.001685875,0.1685875
2013/12,AFYON,4.08,4.3,3.63,5.13,21.67,4.94,8.67,7.66,2.81,0.000420252,0.0420252
2013/12,AKCNS,11.02,17.12,13.13,16.63,32.3,3.74,7.95,5.52,1.26,0.012026885,1.2026885
2013/12,AKSA,8.35,11.37,8.01,14.01,42.18,5,8.11,5.02,1.39,0.014749319,1.4749319
2013/12,ALCAR,9.57,6.12,9.31,11.62,17.23,2.84,4.52,10.08,6.39,0.003054422,0.3054422
2013/12,ARCLK,5.53,7.76,5.39,15.13,63.73,2.85,4.16,5.39,1.87,0.092902834,9.2902834
2013/12,ARSAN,4.88,-6.34,8.94,9.28,41.77,4.7,3.73,8.33,0.97,0.001606192,0.1606192
2013/12,ASUZU,37.02,4.08,30.81,74.81,43.62,4.34,3.21,4.6,2.33,0.005275813,0.5275813
2013/12,ATEKS,-7.17,-12.99,-14.54,-9.21,22.79,8.16,3.95,3.66,1.42,0.001965716,0.1965716
2013/12,AYGAZ,6.68,2.86,3.42,8.88,29.63,16.06,23.21,16.85,1.3,0.025957834,2.5957834
2013/12,BAGFS,0.5,0.8,0.63,0.91,55.19,8.78,3.69,4.49,1.98,0.004051003,0.4051003
2013/12,BAKAB,3.13,5.81,3.34,6.03,50.05,4.16,5.21,3.14,1.57,0.001930214,0.1930214
2013/12,BANVT,-6.23,1.19,-3.38,-41.6,88.15,7.27,8.5,10.82,0.89,0.007927887,0.7927887
2013/12,BFREN,13.48,11.59,12.49,22.76,31.73,5.52,13.3,3.13,2.82,0.000501793,0.0501793
2013/12,BOSSA,2.69,3.34,4.64,4.15,39.78,3.93,3.4,4.88,1.7,0.005681605,0.5681605
2013/12,BRISA,10.9,11.62,9.69,27.27,59.55,3.36,3.94,6.6,1.8,0.011442373,1.1442373
2013/12,BRSAN,2.12,2.74,3.07,5.49,64.03,8.6,3.16,2.35,1.12,0.016321302,1.6321302
2013/12,BTCIM,5.14,13.47,8.06,9.39,41.15,5.34,6.78,6.27,1.79,0.006847294,0.6847294
2013/12,BUCIM,6.46,8.28,5.75,11.89,32.48,3.68,5.18,10.54,3.15,0.004083336,0.4083336
2013/12,BURCE,-6.34,-8.67,-11.28,-15.32,58.56,6.1,1.82,4.39,1.48,0.000338365,0.0338365
2013/12,CELHA,-0.7,7.06,-0.46,-2.11,72.56,4.73,7.23,9.89,1.22,0.000815815,0.0815815
2013/12,CEMTS,7.18,6.95,6.1,8.26,13.92,5.51,4.31,22.87,6.33,0.001611933,0.1611933
2013/12,CIMSA,20.09,19.07,31.7,29.21,21.77,4.23,7.25,7.07,1.66,0.011723947,1.1723947
2013/12,CMBTN,4.5,2.71,2.16,8.46,46.4,4.66,103.56,5.02,1.38,0.000588664,0.0588664
2013/12,CMENT,2.57,7.57,5.07,4.35,26.66,4.29,5.62,4.67,1.26,0.01141952,1.141952
2013/12,DEVA,3.17,8.28,5.88,6.3,51.24,2.21,1.96,10.22,1.8,0.006730044,0.6730044
2013/12,DITAS,10.21,6.01,7.49,18.95,48.43,4.35,4.43,7.03,1.95,0.000350832,0.0350832
2013/12,DMSAS,0.47,2.47,0.41,0.91,51.3,3.83,4.36,8.72,1.27,0.001172712,0.1172712
2013/12,ECILC,1.81,0.89,5.45,2.14,15.04,4.6,4.87,4.04,2.74,0.027984378,2.7984378
2013/12,EGEEN,23.01,17.49,16.99,35.31,32.09,4.36,4.39,7.88,3.32,0.001115813,0.1115813
2013/12,EGGUB,-3.43,8.75,-3.91,-6.77,53.77,16.9,3.63,4.13,0.64,0.001962625,0.1962625
2013/12,EGPRO,4.54,10.29,4.95,9.72,53.63,1.75,6.13,4.46,2.06,0.002920012,0.2920012
2013/12,ERBOS,8.85,8.79,7.12,14.54,42.64,3.89,3.44,5.08,2.11,0.001546009,0.1546009
2013/12,EREGL,6.77,15.8,9.41,11.74,37.96,7.31,2.72,17,2.43,0.114262811,11.4262811
2013/12,FMIZP,25.32,11.45,20.42,27.52,7.56,11.93,27.45,19.87,10.36,0.000260368,0.0260368
2013/12,FRIGO,-9.66,-11.59,-16.22,-29.77,72.98,12.01,2.25,2.99,1.5,0.000244097,0.0244097
2013/12,FROTO,12.06,4.89,5.62,30.31,62.67,9.77,12.54,8.93,1.02,0.048777727,4.8777727
2013/12,GENTS,11.73,9.99,11.32,15.44,14.42,3.4,3.41,12.12,4.88,0.001595286,0.1595286
2013/12,GOLTS,5.65,18.66,9.08,10.1,38.69,4.25,4.94,6.23,2.2,0.004000262,0.4000262
2013/12,GOODY,11.28,5.89,6.24,17.22,32.78,4.96,6.79,6.55,2.48,0.005187583,0.5187583
2013/12,GUBRF,3.64,14.64,4.18,14.33,63.05,5.28,4.04,3,1.08,0.024809231,2.4809231
2013/12,HEKTS,13.78,18.57,15.96,17.6,22.75,1.78,1.97,6.22,4.1,0.001085316,0.1085316
2013/12,IHEVA,-8.14,2.91,-21.53,-12.53,30.25,1.57,1.94,2.76,2.3,0.002176015,0.2176015
2013/12,KAPLM,-2.66,1.17,-2.04,-7.22,68.33,3.75,10.05,3.43,0.89,0.000649847,0.0649847
2013/12,KARTN,13.41,9.77,15.96,15.2,11.63,6.7,3.87,8.84,5.14,0.002302782,0.2302782
2013/12,KENT,-2.86,-1.99,-2.68,-4.55,37.13,3.33,7.02,4.59,1.39,0.004371154,0.4371154
2013/12,KLMSN,4.98,7.68,5.11,23.22,79.58,3.46,6.67,7.44,1.91,0.002441883,0.2441883
2013/12,KNFRT,5.39,18.8,6.7,10.12,45.54,4.36,1.24,4.84,2.2,0.000622893,0.0622893
2013/12,KONYA,8.9,13.02,12.39,10.57,18.22,4.56,6.24,6.96,3.5,0.003105083,0.3105083
2013/12,KORDS,1.83,2.97,2.01,3.58,41.33,5.79,3.58,10.44,1.42,0.0145519,1.45519
2013/12,KRSTL,3.62,6.04,5.38,4.02,12.85,1.47,7.6,7.74,5.53,0.000618797,0.0618797
2013/12,KRTEK,-8.97,0,-11.89,-22,63.81,2.24,4.47,8.87,1.71,0.001101982,0.1101982
2013/12,KUTPO,7.46,6.72,6.44,10.3,28.68,2.61,2.6,7.77,2.93,0.001674613,0.1674613
2013/12,MRSHL,-1.65,0.22,-1.07,-2.73,38.24,3.06,7.99,4.88,1.8,0.001423455,0.1423455
2013/12,OTKAR,8,9.42,6.89,37.5,80.13,3.98,3.65,11.59,1.19,0.011196703,1.1196703
2013/12,OYAKC,17.25,23.91,26.34,22.38,20.03,3.41,3.8,10.39,2.49,0.002469221,0.2469221
2013/12,PARSN,2.53,7.29,6.67,3.56,20.37,4.98,3.67,8.52,1.51,0.003855309,0.3855309
2013/12,PENGD,-12.87,-13.15,-28.83,-30.52,62.81,4.51,1.58,2.93,1.35,0.001504194,0.1504194
2013/12,PETKM,1.62,3.1,1.18,2.9,47.39,6.57,8.48,4.74,1.4,0.026424541,2.6424541
2013/12,PINSU,-6.94,-9.47,-7.86,-11.44,43.86,4.69,8.85,2.67,0.81,0.001057648,0.1057648
2013/12,PNSUT,10.37,6.73,8.33,14.73,29.78,6.63,8.91,5.09,1.51,0.005563525,0.5563525
2013/12,PRKAB,1.81,1.72,1.11,6.8,77,4.14,8.75,2.45,1.3,0.004796455,0.4796455
2013/12,SARKY,2.76,2.47,1.07,8.06,64.27,5.1,17.03,22.25,1.28,0.007395679,0.7395679
2013/12,SASA,0.93,1.29,0.57,2.53,61.67,4.11,5.97,5.76,1.16,0.005308625,0.5308625
2013/12,SELGD,8.52,-10.68,12.45,12.73,36.63,5.29,5.24,9.97,2.5,0.000140788,0.0140788
2013/12,SISE,4.27,5.91,7.25,8.53,42.39,5.34,3.76,7.43,2.55,0.093486691,9.3486691
2013/12,SKTAS,-12.01,12.43,-28.36,-36.1,73.42,5.49,2.51,3.8,0.67,0.003893549,0.3893549
2013/12,SNPAM,7.75,15.06,26.86,8.28,4.37,2.35,4.38,5.4,8.75,0.00070532,0.070532
2013/12,TATGD,0.43,5.59,0.36,1.24,60.87,3.02,3.44,7.46,1.95,0.004615606,0.4615606
2013/12,TBORG,21.09,23.16,18.1,43.61,48.93,2.74,4.38,4.76,1.29,0.003719389,0.3719389
2013/12,TOASO,7.25,6.92,6.17,21.93,67.97,12.54,14.28,4.58,1.32,0.048264904,4.8264904
2013/12,TUKAS,-18.74,-9.83,-29.1,-67.07,81.92,2.25,1.91,8.89,1.64,0.00178209,0.178209
2013/12,TUPRS,6.34,1.88,2.91,24.09,75.69,16.72,11.35,6.68,0.94,0.172107915,17.2107915
2013/12,ULKER,5.97,9.58,6.86,18.08,59.89,4.28,11.31,4.32,1.17,0.02574327,2.574327
2013/12,USAK,-1.46,8.58,-2.56,-3.98,65.75,1.9,2.26,8.53,1.24,0.002169751,0.2169751
2013/12,VESTL,-1.89,2.5,-1.6,-7.89,76.14,3.97,4.13,2.07,0.96,0.045892498,4.5892498
2013/12,YATAS,0.82,8.35,0.92,2.69,69.05,4.72,1.51,2.15,1.29,0.001970552,0.1970552
2013/12,YUNSA,6.9,7.84,5.75,21.32,69.2,2.74,3.26,7.29,1.13,0.001960076,0.1960076
2014/12,ADEL,11.49,23.24,12.69,19.3,47.42,1.38,1.14,10.49,1.78,0.002061221,0.2061221
2014/12,AFYON,21.17,20.78,16.84,27.67,24.85,4.32,8.79,5.67,2.64,0.000518568,0.0518568
2014/12,AKCNS,16.16,23,17.63,23.35,27.87,3.92,7.63,4.72,1.54,0.011710593,1.1710593
2014/12,AKSA,8.55,10.72,7.73,15.07,44.29,4.81,8.26,4.63,1.3,0.014604459,1.4604459
2014/12,ALCAR,7.66,5.62,7.24,9.22,16.52,2.89,4.14,10.8,6.79,0.002887932,0.2887932
2014/12,ARCLK,5.18,7.89,4.93,14.66,64.51,2.83,4.08,4.98,1.91,0.090579197,9.0579197
2014/12,ARSAN,19.07,4.11,42.02,33.58,41.32,4.02,2.4,10.77,1.13,0.001992146,0.1992146
2014/12,ASUZU,5.12,4.18,4.71,9.82,51.79,3.81,2.99,3.42,1.84,0.005061597,0.5061597
2014/12,ATEKS,32.32,4.47,72.86,39.76,16.69,7.54,3.72,3.23,1.8,0.002454116,0.2454116
2014/12,AYGAZ,6.6,1.67,3.09,9.47,30.86,16.32,34.23,18.81,1,0.024935526,2.4935526
2014/12,BAGFS,5.44,7.2,10.18,13,60.19,7.88,4.12,3.05,1.7,0.005404265,0.5404265
2014/12,BAKAB,3.21,4.9,3.09,6.18,46.1,4.66,4.82,3.56,1.54,0.001720591,0.1720591
2014/12,BANVT,-2.1,2.12,-1.07,-19.94,90.74,7.16,9.13,9.48,0.86,0.007224734,0.7224734
2014/12,BFREN,13.53,11.36,11.2,19.83,31.84,5.24,7.18,5.11,2.92,0.000546828,0.0546828
2014/12,BOSSA,1.07,2.93,1.8,1.97,52.49,4.2,3.19,3.38,1.24,0.004515732,0.4515732
2014/12,BRISA,12.5,13.81,11,31.76,61.63,3.64,3.88,6.04,1.86,0.011519678,1.1519678
2014/12,BRSAN,1.07,3.79,1.53,2.92,62.79,8.51,3.43,2.57,1.02,0.019606807,1.9606807
2014/12,BTCIM,8.86,19.5,13.51,16.45,37.8,5.16,7.5,5.91,1.59,0.006677406,0.6677406
2014/12,BUCIM,11.48,11.68,9.64,20.47,26.91,3.92,5.21,9.2,3.56,0.003855811,0.3855811
2014/12,BURCE,0.05,-1.23,0.06,0.14,66.17,8.36,2.65,5.04,1.01,0.000358714,0.0358714
2014/12,CELHA,7.82,6.1,4.98,25.19,65.36,4.42,6.15,10.71,1.14,0.000730197,0.0730197
2014/12,CEMTS,7.56,6.05,6.09,8.89,15.94,5.46,4.21,14.83,4.57,0.001588102,0.1588102
2014/12,CIMSA,13.09,24.14,17.63,17.55,22.42,4.2,6.75,6.13,1.63,0.011018043,1.1018043
2014/12,CMBTN,2.28,-0.52,1.11,4.25,46.14,4,99.42,5.03,1.42,0.00054796,0.054796
2014/12,CMENT,7.68,10.62,14.2,12.81,23.02,4.27,5.76,4.36,1.7,0.010834919,1.0834919
2014/12,DEVA,1.01,8.49,1.86,2.14,53.9,2.27,2.04,9.66,1.57,0.006529681,0.6529681
2014/12,DITAS,16.17,14.21,10.59,28.53,38.78,4.1,4.61,6.45,2.41,0.000351284,0.0351284
2014/12,DMSAS,2.92,4.64,2.49,6.13,53.3,4.09,4.59,7.18,1.32,0.001155059,0.1155059
2014/12,ECILC,-1.29,-2.35,-4.14,-1.54,15.4,4.52,5.01,3.6,2.75,0.023848627,2.3848627
2014/12,EGEEN,38.26,26.44,24.72,50.09,16.36,4.7,4.34,8.31,5.46,0.001165109,0.1165109
2014/12,EGGUB,3.8,11.33,5.14,8.75,58.75,20.48,4.34,2.66,0.65,0.002153785,0.2153785
2014/12,EGPRO,5.79,9.63,5.88,12.52,53.86,1.81,5.1,4.43,1.53,0.002991626,0.2991626
2014/12,ERBOS,11.82,10.3,9.63,19.98,39.24,4.4,3.29,4.87,2.23,0.001528843,0.1528843
2014/12,EREGL,10.69,18.11,13.94,17.34,35.29,6.68,2.85,19.63,2.37,0.116438791,11.6438791
2014/12,FMIZP,25.97,17.42,18.66,28.97,12.75,6.94,15.05,20.23,6.09,0.000276001,0.0276001
2014/12,FRIGO,-3.73,-1.34,-4.6,-14.37,74.97,11.26,2.28,3.29,1.14,0.000238064,0.0238064
2014/12,FROTO,8.99,4.42,4.99,23.84,61.93,8.67,15.5,7.25,1,0.052874208,5.2874208
2014/12,GENTS,7.55,7.93,6.78,10.3,18.33,3.32,3.42,12,3.99,0.001608728,0.1608728
2014/12,GOLTS,8.82,14.43,13.35,16.38,42.55,2.93,4.42,7.51,2.57,0.004197008,0.4197008
2014/12,GOODY,7.6,4.93,4.16,11.25,32.1,5.56,5.84,6.45,2.38,0.004445103,0.4445103
2014/12,GUBRF,6.67,14.68,7.39,24.68,60.92,7.1,3.62,3.09,1.13,0.023908261,2.3908261
2014/12,HEKTS,15.18,18.32,16.02,20.9,31.2,1.69,2.27,7.93,2.89,0.001164926,0.1164926
2014/12,IHEVA,4.42,-2.65,11.5,6.26,22.17,1.06,1.68,2.6,3.97,0.001796136,0.1796136
2014/12,KAPLM,-2.31,0.46,-1.52,-7.71,71.74,3.21,12.47,3.46,0.9,0.000603844,0.0603844
2014/12,KARTN,6.32,-0.64,9.72,7.62,21.64,7.24,4.09,5.54,1.31,0.002426373,0.2426373
2014/12,KENT,4.06,2.67,3.58,6.43,36.69,4.26,8.21,4.18,1.64,0.004120047,0.4120047
2014/12,KLMSN,3.3,8.37,4.67,15.94,79.07,3.48,4.57,5.01,2.31,0.00251506,0.251506
2014/12,KNFRT,16.19,22.92,15.44,23.96,16.64,5.37,1.59,9.14,6.25,0.000464175,0.0464175
2014/12,KONYA,14.95,19.99,18.28,17.95,15.35,4.77,6.14,6.2,4.51,0.003106091,0.3106091
2014/12,KORDS,4.11,6.79,4.92,8.74,44.87,5.23,3.02,8.44,1.32,0.014407299,1.4407299
2014/12,KRSTL,0.44,-1.02,0.59,0.55,25.84,1.74,5.04,3.94,2.81,0.000655567,0.0655567
2014/12,KRTEK,-7.26,-3.11,-12.01,-21.86,68.97,2.31,3.82,10.41,1.52,0.001330007,0.1330007
2014/12,KUTPO,22.67,9.18,18.89,31.11,25.93,3.19,2.4,8.61,3.06,0.001956407,0.1956407
2014/12,MRSHL,-0.19,1.3,-0.12,-0.3,38.53,3.24,6.99,4.03,1.85,0.001282739,0.1282739
2014/12,OTKAR,5.57,9.02,5.91,28.12,80.23,4.15,2.87,10,1.05,0.009029068,0.9029068
2014/12,OYAKC,19.75,27.67,30.73,24.43,18.26,3.2,3.09,10.81,2.75,0.002240991,0.2240991
2014/12,PARSN,4.97,12.38,12.93,7.18,24.91,5.59,3.65,7.37,1.64,0.00392752,0.392752
2014/12,PENGD,-6.54,-4.89,-11.4,-18.76,67.58,5.41,2.36,5.86,1.06,0.001283281,0.1283281
2014/12,PETKM,0.18,-1.28,0.16,0.34,42.37,6.59,8.59,4.97,1.56,0.027683513,2.7683513
2014/12,PINSU,1.71,-3.14,1.63,3.27,51.76,4.39,9.4,2.66,1.11,0.00089286,0.089286
2014/12,PNSUT,11.9,5.75,9.26,17.26,32.14,6.41,8.69,4.99,1.42,0.005700632,0.5700632
2014/12,PRKAB,1.92,3.31,1.23,8.61,78.34,4.13,8.3,2.08,1.32,0.004684057,0.4684057
